VQ9SZLXJBB,TK9KIFDYK0K5ZF27U2EE,720041036146016527585129454303,20220311,48659133400865.5903,9724730161130810946187760987995559.2122
9JRL3ZM7E3,6EGO6Z7TJIT4AVWO7DNU,314021021553529468966778838072,20220311,78375610240442.7441,6432885579426514432133453923578719.3511
N7FOQXF0IZ,THVQ6AMRF5RGS6O1F9AE,740831087190662180302555371297,20220311,27423230988592.8375,5982968152386104415263627468505432.6595
BCAMAK95EI,YA1VZ40KY2V3DRRJ7W41,843702044523692420223140018726,20220311,20418012969270.8895,2910503017988467130566759970796606.2722
I9IZMM04ZT,UGQ1YOZJZUMZCMY4P2LC,94446389049116037012602960013,20220311,7524582229286.7956,8520244589619073177901943543925771.6610
UR851BRQ2D,S1IFF57WQ4R6LSF4CY5A,997203104491656474116490344285,20220311,56753226905849.0078,2049610542696203531903949574334835.0017
DVHXTLPW8L,2WWA4MUXEEN923CB8LRI,896257458693654816669244147511,20220311,40112286194176.7001,4200290754556090340549633605664898.3879
RELC5GXZQR,VERNHFU6EZXIE7THW08O,14509929894643915015739922287,20220311,98017201223478.3784,4240317235504358726329806019257337.8476
YU6GBL0T8Y,A9TGV1D6UAB93ZLU1SHT,349299073033906437486965674760,20220311,33360220171301.8821,5380911320372698022896880400692008.1065
EW00UYHB5F,Y4U92X9L0L21Z9BL2IJ0,968430504623784783294508769619,20220311,860873760306.1734,1940954179020924848643944875195420.7298
DEWXRSAS5M,WZHHD4FOZ9G7UDMGLEY6,16915025493797226046316373361,20220311,61740738658754.9923,7197200696852848330529269633273607.1911
2ZFRYN523F,1A8NWU3ZTR8FVW5QQVLY,761428336278446295775450422524,20220311,19414768935860.2939,1160089595402994194607096904892068.1782
H924D7CZ8U,LUCAH1IN0QKTV4P2DNB7,499263272126961743331104098210,20220311,20895420313094.6023,9207303826922844221183181222685208.2211
GQXRIJ9ECG,WT9H8YVFTTBC0HHR3QQS,661723569232296118822027636896,20220311,83851052316861.4210,6137420164759207590493704843217703.1012
GRQP81CRZW,QE259U02HUGWMH425M8E,649807918743626543274126944186,20220311,81216549669740.7792,5521828713179991357891436102639079.5730
3JO2STVCT4,0KQDYBN13JO3T9J1BENE,316101000471010353161202077924,20220311,16833849019545.6657,3042009934773181183191445545396134.2635
PVFL2V9Q2E,U0YSLPHBJV9TL0CO523Z,952601077732073306908890099169,20220311,46687764625014.9691,9800239125217174268845283254027610.8928
8YDDY4C5XH,WHT3Z46316M8KF38UG34,232466136936287272908684042018,20220311,58323284589739.0220,4756313709177073090961563791384025.4996
VFNI5QASM8,1495FI199S30VZIOJ894,972222434573551357538441331760,20220311,98142773603142.1584,5343766248648149573693049006836521.4309
X36WPWTFSS,4918R2O5TFVBQINLVMT7,226454977440944562262521432655,20220311,42462810974824.9380,1583063153578969314656535738698491.6956
KLIJXVMDQT,NGBUFY3LSKPMZJZSBMH9,511494841109966062127065299789,20220311,79959618503843.1558,5435653268469884431579809403477278.8423
A49GVL4VB6,IVLPQVTCP90BEV0BOSQ5,474494915874625576061204281878,20220311,33421110083629.0116,262534913715139507246814497358728.2273
KWZV2ZBH0R,ZIV1IXN3JAI5SM9TWAS7,412668017989016948071625553667,20220311,42044801367406.0627,4376758311708446592598478982221706.0650
7IFZHGJOOA,LZKDRSVTVJJNWC83LAVZ,533352531908266600895986618084,20220311,38185364201100.7470,6108595368985578531901714335913219.0683
6XJTXYQUD7,3JYCKNBBBRI71WQZGT2W,959358088635525954078768815442,20220311,56234642646864.1205,177724971724782708527349923186457.0685
UAMP6R9BHA,W6HD1MU9087XF2ZS1WQY,802670337322269770996383321676,20220311,94537480099793.9294,742893114077432575249879219043579.6022
ZQ1V0SK8NU,G457CBWZKS7M2G5GK8E6,230800383415056688234145909465,20220311,67493561627497.7671,4126981468192547358216355330776053.9769
UW5VB9INF4,VTIRR0QZFCBUAAZY1IQ7,824327623822383870072196502905,20220311,91980446738030.3430,5344711914699633601966489147187808.4590
F1QTPGQ78H,KCC6PV28E3SMDOD7T9IJ,594461407112474835803902824563,20220311,18715960071517.1850,2863958687243337223365998570075770.8687
JY17P46VW4,R05L2MEYK3YRCLZEB6NX,861893861520187714513293534187,20220311,71563650835385.4511,9560212213536388811975187517227176.6072
WFXWLNZCA1,MGCI57NC7OK48M2ZOP44,240349338379395943630694091415,20220311,55666152769776.9776,8748327229471920764771012924282850.2541
7IH0FAIJ5Z,VCTT5C554Q5J5VI5UPKL,742436485971561088034096461417,20220311,39685156435412.9246,8305395883681066019924278035349876.0894
SUIBFHCECW,5MMN5FV7ZCIY7N21UU0P,762277056183472258630757781126,20220311,80230348874233.9370,5577956139600630042035910990384877.4454
88DZWIMX4W,P7SJKRKJ8XVUPSZ5CMR4,963051828969013731398733842562,20220311,33352832322848.2551,6224046441059806956806142327841095.8811
8LRMG0W9ZD,UUITACG8AJOPWFYKY6YX,223910248186939166769215641265,20220311,83836684282862.1013,9233614466798086113418791714595202.8546
DVCEF4157Z,MGZ1H4KJWBX7IRUYITIM,369780684146186909673071720802,20220311,57726986694412.9065,6686660826678898291787645884587106.1159
CEMGN49IGK,U9TRROYB1WVSQJZF4RIQ,665161399549455908612537603324,20220311,29723847732730.3800,9377647335869580294349030530622248.8400
EGUTKTS3GQ,0ZL51HGFLSFXRA3VDKKR,380477266344144523053724322563,20220311,60613227493707.3766,8307484408429179031403068600038501.9810
0PV5GZMQCW,6Z8UA14E1XV0RVKCWWFW,800089103841195468132884927619,20220311,73958143134403.8892,6657637105188779087086413066038956.2937
P6U5UUY9KN,XWEG3OK1HDKS6OIWE9DF,509693292752569953492719575295,20220311,15931677298346.4648,325325467623636873063917084835694.9089
G6KJRU244N,4JPD3GVC6TCH56LMFF3N,694487784783024301014984931593,20220311,81052824326731.5435,6119814863644490282776419595062655.0973
Y0NW93I2KU,QUYPWZ5368LK6FLZPFIA,638716848239941626218769634371,20220311,65901321539261.8212,2548496961800005629856501070332071.1527
AIHZ9T6Q1N,LWVWJALCHCWELG5GVCMN,96608079504845778275259224571,20220311,11035162768683.4562,3325591996489227294643995930698065.2256
J9024WC7GJ,YNPHTA7Q347UNIKJVFHS,229333140589091976543543454907,20220311,63940691989844.0549,4935560999906772988326404592104261.9124
W1HQ5805SD,AJG24C3K006RF37V5C7Q,768011951499780983316762181207,20220311,27133477306223.8713,6878531505998826399607760696157765.3400
2Z0FTE25PU,XNAM1QRRNR9910JMSF0W,200006433460405830046484767412,20220311,12776869220210.8353,3274966752653117144848770077952624.2943
476U2P1KPJ,DFWH41TBCDBF4D33WJOA,209412509499166784111250676498,20220311,99569554782503.0294,6273794249496976524310279793217600.2050
SYFYNB72LC,48XJMK0JQKYP7SC4PK8T,614652706695731249000016791766,20220311,58971559787306.9919,3430881132365973434604819387044981.0297
C8A71PO3YY,1UWCWB23T623UHKXSOT6,152673013299991396544042157949,20220311,30600516898962.9762,5694165289542933404037412669539738.0122
G64PJQBKMC,Q6C2F9Q1B87BA5SPWKOI,315398418809188846461181826086,20220311,12893313363265.0845,44314642659742620020633485861806.9870
WKSS96K561,HQ49Y0JDULPMJX37DDVR,828190806247941866342469586236,20220311,96704547040414.8848,2701701330694624877346803686103487.6919
GSRYZJ6EA7,P79V187LUS80TQWEDW5X,79810871322346910594215770004,20220311,56595103750268.2012,4030445571338027691136018548491724.1928
8KEMGVDAT9,U34BSWEDXCTH70L5CZWK,455957737196913000554637093624,20220311,11816793568915.3011,4483482831389015246018381345990369.0310
PWJ4775A80,5DCGB1EZIDGXGPGMC887,344358442634441430336394015290,20220311,92068421842575.0948,1954702925047843407112414176891935.9963
EAP3JP7WM3,P9GSBB0VLE90TG9PU9YD,334139300556197001138200636377,20220311,96288321014418.6404,723842185458651429137991890349875.8362
2VL5B6KY42,W7MGGV1XHW2XF8625XJY,753791581531843134671748054539,20220311,45291365944707.7965,6227380603200524447872325739764993.5993
WJ81C7CUR2,KTN07ZN7ONEUM7OJZUBT,229342392266975193476977419728,20220311,30489808226250.6667,6791564186666617117193138925061069.2765
X3V9XCREPP,V0VXLEJ7TKZVL8A99R9Q,687237777873185438518342425016,20220311,11464076839596.2018,9595227238082180050590131370243812.5138
DKKMLL7Q4Q,EIXRWF58TKQFR0V1MNWW,781875977548494326379873089573,20220311,30743007404414.0330,6503388312953247909393048290251248.0323
7SORYQUEA1,N01RO6VE7HCRB0MV3JQB,267505124956038658024668701735,20220311,17502458663831.4845,1287114593474168120218146005488227.0635
414OB76P8D,A0VX58DHPWYO4LDOZHLS,404286729769836760283876789341,20220311,58215913963700.5985,1265849296974276862409594405527951.2213
OLF2YFGJID,YEDD2ZC8GMKCM3H641CH,692317276235200915616334178201,20220311,60925227311488.2915,8372347236044513201634069277722927.0388
VB6BD8E1XN,KOAUI5OWS5VXVE34G9U1,728450329679906085844339795449,20220311,72994924862847.3845,4574788833670747176235660395014624.9518
CH4NFXWYG1,AYDO0UF1KNHF3B9MKSQV,230011095888453368741812960477,20220311,68514623788967.8425,7614807486472607432596409678712933.4506
ZK0JIBBW32,OOFIYDND1W3WFTCZ6ITA,897962522451351480892489278243,20220311,67117588736160.6214,8315776688927846541241758178524899.2809
9HXU1C9XRM,ORHO8DMHDIQYPVV5RCQX,412639035736986849729395497632,20220311,69773353992701.3492,4208776419890604842694246174356923.9296
9FJQJ9RIRZ,41EL2917LXOB427OCVSG,504147261880464635568457996133,20220311,92016607930375.5182,3870262052840820690352174385281280.6989
0TEWGR86BD,4YSCSLO1KOKJFTFSFXZA,537350396996300212990743441390,20220311,1632839677288.5918,9054185075135789240697738786489934.3301
SKQ4Q7TT3C,75LERNAP3V91FO2187Z6,673686163489487467328043951617,20220311,25115776191605.5692,3183763315047342089376349893254509.7565
D8YV2IXP26,8AQ40B1JM4GCIAXDQ43T,936210929256223573447134799166,20220311,69726138846991.7484,3577135497472960035771279259085559.3096
74S2LGN3PZ,06NKIT2VCE9L61LUK90F,162712651948359409518346110342,20220311,7544779982136.4316,5955211704509174727853268987343370.8302
R7CMNY6SCH,XK95XXTVJRCF493KJAU4,13263935177072396217667795239,20220311,95429937534105.0089,228723047339240338035478807444907.2377
U1AHIILY44,X6ZE8P0EI12YIJDEZ85B,212129009946225604437751070985,20220311,20540170694931.6881,1137104253641218994625426292608170.7994
EIV1U6TY33,W4QTAAE4XEIR6SNHEAR8,628509257757326032816657100053,20220311,20474117608539.3113,185335992376139327100137516421889.0681
IGKSS66EY3,W0VRXBV67O26TQSJJ1HU,998924560586395644964812791846,20220311,6705088951947.6413,9688836532121258377286377425594114.7402
G24PXV59IX,NT8ZMLL65KG9HVVVJFH0,935159577989170329684339290005,20220311,92199912375747.8506,2089413717699436058391151152040691.9701
TYV874H3DF,B1014OVLYW9SADZQAOPE,798915643300807628563693738994,20220311,96608790310636.6192,8811804442132273643413198373261877.9134
DTKVIQPXT1,UX35YAWRV9ADYZW8ERZA,860685157759492025285358314758,20220311,55730584657316.3730,1860719411450615106496738361810642.6445
AC8AG3H2E2,Q6QXIQEK85VM55HEQIFF,813491005247959070068914033131,20220311,82841435508131.1072,3978455743335717343998263020661475.1793
D7IQIDWSJY,QJS05KLOEF2GWMKPPE6G,671681310483267942983472958691,20220311,49103515151980.8554,2169217440178315848239418745215003.8283
39JO6N613G,UTTE0AJCQCXBPV5FKQFY,967538471831930361473397260398,20220311,98849761784450.8809,3331153916036929993623845329681863.5127
7OU6B36OUT,J0E214Z5BBFDQ9MPD8M7,160423717862815742652941254053,20220311,80259650366012.7181,7336277512877684840174780071879237.3565
ES3P8JG6UM,LV4C522H8AY2J2YKRS7M,590692879250903407280101857513,20220311,660598787624.8780,2026683199299756346952078790080834.4525
ZHP236AMX7,L48L25XTK91P3E3NYRWB,801245466089381623143702005620,20220311,20977164207384.9315,9841707231124941815686945576084311.5963
GKMF4S5T6U,B35JRBWJZ77E6CDC0IU4,705239233510244771666429412412,20220311,89220720092371.6159,3283886958073604720964485569195930.0694
MRSY01FRG1,9KRSYSFVDL8MP0YLR9YU,430383919669823636389146242118,20220311,56799885526676.7244,543928002214951235131570559486092.8565
AGGJOXSSOH,PERPZXFEJLYXDH5XSWVK,837291782345408824890076056802,20220311,25183326567167.9377,3551277327203704204916901578974950.2757
X8ZXIMQ5BH,OJT23L5NRHBQKXUO4T66,450033568809177174847607135445,20220311,25707480727501.3217,4108334753686444435507615695124604.6073
5B1AX1XPD2,NS7VJCKI5O3Q7TDOI4L6,628220746414477126135181799814,20220311,59645372958898.9762,3769478621379743009361672101610672.9649
8N225E70YH,1C5ER7ZNL5XN79GK3MJI,99717020881208575447735878276,20220311,71420903051544.6960,9060729340837951864615453080110942.0861
TS84KVC0PO,PI739ZVH3JQQOFYLMGEU,767688125546480768600522426877,20220311,56902477671304.3824,5628077222225667346878166526211037.2852
DFYIGXT09C,12OEUMXWM2T8PT49VU6R,87348432232732325750376163140,20220311,37123119248131.8760,460784928926276821891347692219059.8281
7NU4BBN81X,4GQBNOX6L1K6V2HKANZP,910442188199488984100837437580,20220311,82243158327091.9970,8944912588182335292462277557266236.1759
TC0P58S663,YK2NRTOB23U2OOI0RX8M,819245867692053342316503679536,20220311,57007549601617.0355,4067958039272031877114049594189532.3529
DQ7LAIKRH7,QQDWNCUHZNI0QUK2FOW0,71549243349648787101280628587,20220311,9500644678337.9272,1756514765908411014109469476707993.8350
N4GOYBHSXP,EU12FY2O615HISS02C8G,865054510302939239722392322702,20220311,3206800368761.9198,6842510696263568219842414785538104.2115
Z4SP2N2NO9,0BONCK5442NAX8H7EW8R,130754270101138529787292742621,20220311,73082395729878.1112,8902996695863368067698824800605669.5184
DVANHQHI3P,QVCHNDFWYLUH7UHZG0T6,562003042544076814584432126267,20220311,64711958494254.1234,5698144723338015499484997300459550.1808
6M0VJEZFMW,ZHE3LIAAG31UTLE6GFTA,943701282207734553520600591763,20220311,18548053859368.7024,7128942025871207335408991996097304.4881
A8PRUQH2L1,RN0RE2ZYJKYW3RHTCODM,306677592997740383809550717805,20220311,62165937118642.1917,5942928196313928818423771565591593.3617
MMJLLM2WOB,4QENJB9FU07CC9EJC7DD,286027364259785268324204971459,20220311,89856206536404.2733,2443276293048997082336618282913254.8406
CAPDZKYYRX,RHB5A51IG4PZEQ9SMOFJ,785539922973390230170097587196,20220311,94911079435134.1965,4718465000886050960265112232406081.1276
TB056PR4CB,RV2PD4R0VRJ1FGR54RNT,601656298954206120788133252349,20220311,92227167412866.6179,7125697127395286226363087864158243.4388
4K9MVJOEXI,4VE02AKFYKS8VI4JVNQ9,652322845820456479523771334169,20220311,46997283725544.7932,3410013347336896151000791433601459.3195
GYEKPR6X0O,3YRSIVDW8CKXMBYKLWK2,624166877804426710737359753557,20220311,18531744547593.1846,6850875735385166828281126696594492.0964
JSG5VL1AWN,V45AHAPZLYJ0QUBPNFMA,841086203484915621143949478638,20220311,49975981183128.9878,4254372355274978984631476913709143.7249
H4CT8FADOM,0B62RLV9JSUH6XBXCAMI,249298574036778133264900169580,20220311,82075789487035.4198,7928533159756361913727105236482681.6896
KMXOLNJU2T,B3BE8VE9EZB1IPGTROPP,774292734392222991283149567848,20220311,19808900246793.8591,2003336264898539841568291038021366.4389
CB2PF0IQHK,CIW4FOQ1BW60M1AR5U2B,483656842956016419979328831360,20220311,45751824626500.8155,4135905658167325739259684427394047.4797
1AY1XIECAM,5445RSS4CCFZS6792UDE,40509612666813043080738259458,20220311,41940630754941.9204,115043152681830419192702028891160.7526
O7YGI2H8YN,8WSJ7A53CMNGDFK7BOKL,146746248614597097885554751814,20220311,59076485054549.7453,6764294305696506460670541568614746.9453
CVGNPB7QKV,TG5FHWF92T8DFN9SWHB4,32868962906249478511697947043,20220311,12968065506973.8336,7834585023140379042099148388656162.1448
4W8OMDO873,A6962S74A6A19ROAZONV,171680811365276012116286096758,20220311,39534597819455.2780,1592813315718356366027589959021963.4073
A53A3L5MA6,GQHV90ODA9X1JHR1TR3U,844297467508529739116951755773,20220311,89482563338449.2519,3111500988688524268361637485584362.6025
43SUI6DL3C,1IRZSEXLCEZYLCFBKAEH,190265131852433247342559075826,20220311,23258881265808.5247,8854171078113334568681949024706486.5166
IFKOQB0B6J,Y39LNMNMIMX6846E1Z8P,826512311895295028646034802544,20220311,64375388215732.5785,1236548451755323393119829293031989.3089
RD2QRF0WA4,E4KV0N3XBEIFRRDR7OA4,692897339904373339968335483979,20220311,701906170588.9179,5685870470206567914638171777991592.4245
4S0MM8EPOW,Z4K9Q5PD527JUTLLE5C8,199001217304807725029314277668,20220311,57240382204331.5998,7590808175301751507283003095080062.2547
I0PY5YQJTY,I5IUE436OZGE6QX9C2PU,575515119312245908383316326575,20220311,29930236768953.5328,3686761074870017809920857541615655.1823
4XFLVWNTLF,DRF7VTXRUBAF4UF6UQ2N,731819774286544127327733469011,20220311,3979220244065.6693,946563718729024982924766526885671.9011
NEV5KOX72X,EVYYUKEOP6LS2HAP90H8,423356110248341134027184942367,20220311,1814099963926.0459,6405485867875687468203825350476758.0668
ZVTM49E78H,4H0YL1FHIUHHD83G1LMZ,820381295211874716838163276952,20220311,84373708928481.6111,2074503703584725044637552223057909.7635
QPJ8756NA5,GH0H4TX4CACILDH1LFHC,285359627675799258252622452023,20220311,80400686803060.2528,6521673789557690471208332502481597.3465
WYUL1NW16K,GU0NKQ1IALGAP5Z5PYWK,652614236226609213858401743645,20220311,6940278505863.1451,5096444280694171059389672414842620.9108
U4MP23EQ4L,NJ5AUHUMPJIASW8BYX6Y,65200243069994367314612798588,20220311,7076734758536.0348,1219022258965901444966598543281233.4457
OSIOOI8S28,CS4O9HESDK5JOQNREAHB,755815267425687418282260929918,20220311,38928976924590.5715,9328313177573116724410656868543127.7591
0ZC9DIEBZO,IWPI0VX6BBYSA89N43QM,968309542129145158208735628259,20220311,68426225716734.1238,7641692124298573292495729086039131.8755
CQ9PABJE30,303CELS9ZN3Q708EZ166,24474414393484691183903271059,20220311,88171950257139.5876,8692536591959804991141318416727509.1603
EX2TAMKD2H,J52MGB48J8PG83P9HJ9N,353455440130793294905396891794,20220311,12723299159739.3838,7862040331317860620988816165361052.0769
QYI5BTYAOF,K0AEMEQZUXHZLAYC30U0,295482492027451385561973480440,20220311,732895850266.9116,5038543372190691346288473173197991.7922
M5RCBNT4P2,VR1TF8LMZ5W1QBEV7FT6,566933605809457982626550634881,20220311,93872998168610.2008,6731076532431744352360977005755148.6760
SMA6OLAAVX,XAO0LZATU97O923OEG31,787564932272255493107008191947,20220311,81851886397507.4808,568648303154442640698743200757896.7346
3C8SUTI20Z,NJKELCHATSQ3LL162QQZ,469415807209398881489564972823,20220311,47452642913494.8159,390930003064147490451011568458083.1071
KWHFVV091Q,JO7FO155N8PXEW5KX7HD,177734782999926989913468002798,20220311,4131889498159.4616,2653612817177238785522544261883303.0191
EA9UXTSWG8,BEDLG9VQAYPYNGW22ALN,915227241086453309674963584325,20220311,33997623371310.9447,2723565131444033837058065104395734.7973
NZ4SBUECZD,VPQ8HGU0M465MV6MH8ST,241184830909420900737427538472,20220311,70257133702035.2800,4611323425421750672256175905922914.8170
VL1PCN6DT9,PE6W1FWJVZISJR0U3ZWC,350133915567591907706769611304,20220311,56927441109114.2613,2547046896109602187039213453682873.1204
41W7ROX3CW,RAGXGA1672HU5OD61DM6,554478543908221594533346785645,20220311,94894165002397.4722,1984278440623071699522669816951841.6112
911DFBZ6RN,G5RLPA7M360C88ZFZ7VF,61375328731760514615914476562,20220311,31348134402258.5704,1001426442450400788810583321751017.8907
1MYWM5UWOH,GHQ0SXB03JRE2OFORPX0,529323970665809713069430464469,20220311,70499368444998.7272,591210959590728094647513873843326.6690
BGVISGWSPJ,34MU5ROUEFWAV8OU1L3G,338109570412298683481202583552,20220311,86376988065627.2261,7547506892483132009123075870523837.9740
29ICAAPEE4,CWQE1MZNLMQC52WMUX6Q,142824817729648399190901755195,20220311,59084088986920.1579,3967345451935124479593957378652122.2183
GQSSPW2M53,SYK3CS1T20LNGB9FOUVB,350441161658356706533772020355,20220311,1741378390611.7049,3429384174806097866432327378479205.1300
22SKV7YXIA,34Z4IZL4YROXIAPCQY2S,788620093948748947949053582287,20220311,57371101525844.0754,882684870505171258519932315642625.1189
AAT7W9ZEIC,X2E8TOC08RGQTTKCG57T,825346204380523302075163861831,20220311,68127229384688.8738,1478281136685123823405926006611707.7737
FS6BO1CDIR,7WJ62WLL1AG4ANRKPO68,222289140317216312656217875630,20220311,68461913527306.4478,6756666042578779748403949937928688.6507
DQ2IGZERZ1,PFL224J299KJKRU0OW7E,259690325061221946911589819511,20220311,73878382227338.4551,1418267775955377813469545347755443.5165
JK75YF2IOB,U3R5ZQJSXMCE9VO9VD7U,58825350225222721588615297134,20220311,12216756340596.4999,5145845362014946361550300238524065.5161
AUNQBUQMJX,0WON514MCMRMHDEZH0JX,741363790593275268652770461465,20220311,44327236731811.3868,4570247259275919282676966083858061.4078
XBA3RRSFEI,Y4CMV9S6ZFH1WI3JP6GC,400738857528791809109701434374,20220311,76151094170203.0422,7417736103601881671368119916472022.2114
XU90BCW9EU,ZS93JKHXP14L3UZPPCXO,195005480775048619131739859229,20220311,5765347098772.3470,5999809156930995545324562384139697.8190
24UISX1SPR,I6EHURT2FJKGBFQN2K1E,475079795092248855731726773571,20220311,88560024054017.7450,3489369970627832435641621150184659.9578
6P1EYL2HMW,EVFSKTOEYONW70M3UPO7,625734553353077746166728347948,20220311,20804124706578.6173,6794329069695449155635970417874767.2350
4KEIIHY51C,PDNQFR1PJED0TG51CN7O,308188426721068778387686895184,20220311,49026482306779.3701,949700164963787820017730830969097.8538
S1E5AG6CUZ,JI0AA9NALIG7NIY4OWZN,883743989268802744627417163165,20220311,87071791026763.3145,6313504164987349973486354222649816.2453
D6HPGIZK2S,4LJNANX8IOLQFT6FAP9X,772520724115839877564915022378,20220311,54837815691330.1508,5415380227006654192219536475795639.8313
